SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
533292,A2ZINFRA    ,B ,Q,39.00,40.45,38.40,40.15,40.15,39.25,1442,358108,14134348.00,
533293,KIRLOIL ENG ,B ,Q,380.00,399.70,371.40,391.70,393.65,381.45,761,24887,9676472.00,
533294,RAVI KUMAR  ,T ,Q,20.95,21.95,19.95,19.95,20.00,20.95,104,47044,957317.00,
533295,PUNJABNSIND ,B ,Q,47.10,47.75,47.00,47.20,47.20,47.45,105,11495,542820.00,
533296,FMNL        ,B ,Q,129.90,132.95,126.15,128.80,129.50,129.10,158,6757,874422.00,
533298,SURANASOL   ,T ,Q,18.00,18.40,17.70,17.75,17.70,18.35,53,11725,211198.00,
533301,SHEKHAWATI  ,T ,Q,0.72,0.75,0.70,0.73,0.73,0.72,59,206413,149633.00,
533302,KALYANI INV ,B ,Q,2500.00,2515.00,2476.00,2504.30,2490.00,2508.50,109,377,942554.00,
533303,BF INVEST   ,B ,Q,350.55,350.55,330.00,337.15,337.15,350.15,1415,75843,25661036.00,
533305,SRS REAL    ,X ,Q,8.14,8.14,7.49,7.49,7.49,7.88,40,48859,366509.00,
533306,SUMMIT SECU ,B ,Q,1122.00,1122.00,1054.00,1109.00,1120.00,1121.65,99,660,731262.00,
533309,DALMIABHA   ,A ,Q,3128.60,3128.60,3010.10,3027.45,3025.10,3092.40,676,4793,14535894.00,
533315,INNO INVEST ,X ,Q,12.00,12.36,11.40,12.07,12.36,12.50,46,4809,56586.00,
533316,STEL        ,B ,Q,129.00,133.05,126.00,128.90,128.90,129.35,106,9801,1264218.00,
533317,OMKAR SPC   ,B ,Q,73.05,73.55,68.00,71.75,71.75,72.35,363,29179,2094005.00,
533320,JUBILNT IND ,B ,Q,253.45,259.00,246.25,248.30,248.30,268.50,478,13059,3292919.00,
533321,BIL ENERGY  ,T ,Q,1.70,1.70,1.67,1.70,1.70,1.62,531,2389643,4060896.00,
533326,TEXMACO RAIL,A ,Q,111.70,111.70,105.95,109.25,109.25,109.25,1259,146624,15917145.00,
533329,IND TERRAIN ,B ,Q,220.10,225.85,220.00,224.00,225.85,220.25,71,4987,1114075.00,
533333,FINEOTEX  CH,B ,Q,79.50,79.95,75.05,76.25,76.25,78.95,2252,433431,33128595.00,
533336,DHUNINV     ,B ,Q,488.00,499.00,463.60,476.30,476.30,457.85,29,906,431094.00,
533339,ZEN TECH    ,B ,Q,127.10,129.40,125.95,127.00,127.00,127.90,357,34260,4369739.00,
533343,LOVABLE     ,B ,Q,236.00,238.50,234.70,236.55,237.00,234.85,146,5305,1253290.00,
533344,PTCFIN SER  ,A ,Q,37.00,37.20,36.60,36.75,36.75,36.70,495,183172,6747812.00,
533385,N100        ,E ,Q,483.00,506.99,483.00,490.00,490.00,483.00,7,68,33044.00,
533389,SHILPI CABLE,Z ,Q,12.50,12.80,12.18,12.51,12.51,12.46,103,27057,339527.00,
533393,TCI DEVELP  ,T ,Q,563.00,563.00,525.05,529.80,525.05,536.55,4,18,9802.00,
533398,MUTHOOT FIN ,A ,Q,434.20,438.05,424.75,434.25,434.00,431.70,470,19745,8500011.00,
533400,FCONSUMER   ,A ,Q,67.80,68.70,66.50,68.20,68.20,67.60,1519,506334,34161840.00,
533401,SERVALAKSHMI,Z ,Q,2.03,2.04,2.03,2.04,2.04,1.95,10,10100,20524.00,
533407,CIL NOVA    ,B ,Q,39.10,39.10,39.00,39.00,39.00,41.10,2,45,1757.00,
533411,SANGH FORG  ,B ,Q,43.00,43.05,39.70,40.85,41.10,41.45,190,13681,552789.00,
533427,VMS INDUSTR ,X ,Q,18.85,18.85,18.50,18.80,18.50,18.50,2,350,6580.00,
533451,KARMA ENERG ,T ,Q,40.00,40.00,39.15,39.50,39.15,40.00,4,333,13216.00,
533452,WEIZMANN FX ,B ,Q,1310.00,1347.65,1310.00,1330.70,1330.00,1328.80,91,811,1078455.00,
533470,RUSHIL DECOR,B ,Q,970.00,985.00,950.00,982.45,980.00,973.55,118,8229,8061010.00,
533477,ENKEI WHEEL ,X ,Q,403.30,415.00,402.00,404.00,404.00,406.85,79,3490,1418809.00,
533482,KRIINFRA    ,B ,Q,121.55,124.00,118.00,120.70,120.70,120.50,1323,115255,13958772.00,
533499,BGLOBAL     ,T ,Q,5.98,6.42,5.98,5.98,5.98,6.29,68,61539,371615.00,
533506,INVENTURE   ,B ,Q,14.25,15.00,14.12,14.52,14.52,14.72,136,28795,420983.00,
533519,LNT FH      ,A ,Q,170.50,172.85,169.75,172.20,172.20,171.35,1438,275828,47280753.00,
533520,SORILHOLD   ,T ,Q,194.00,195.10,185.50,194.00,195.10,195.25,259,34814,6559290.00,
533540,TREE HOUSE  ,T ,Q,14.93,14.93,14.40,14.40,14.40,14.50,16,2296,33144.00,
533543,BROOKS LABS ,B ,Q,106.00,107.20,105.00,105.90,105.50,105.35,159,14453,1530201.00,
533552,RUPA & CO   ,B ,Q,452.25,473.85,449.70,463.60,463.60,448.70,876,20914,9730578.00,
533553,TD POWER    ,B ,Q,179.00,181.45,175.00,177.35,177.35,176.95,369,5905,1054185.00,
533569,SRS LIMITED ,B ,Q,1.90,1.90,1.90,1.90,1.90,1.99,64,63598,120836.00,
533570,AXISGOLD    ,E ,Q,2679.99,2679.99,2633.01,2633.01,2633.01,2640.00,3,5,13305.00,
533573,ALEM PHARMA ,A ,Q,550.00,554.00,542.00,544.90,545.20,539.40,143,2370,1297272.00,
533576,VASWANI IND ,B ,Q,16.85,17.25,16.20,16.45,16.50,16.35,50,18295,299365.00,
533581,PG ELECTRO  ,B ,Q,449.00,449.00,418.00,425.30,430.00,444.45,582,15479,6629323.00,
533605,PRAKASH CON ,B ,Q,8.11,8.11,8.11,8.11,8.11,8.53,38,13333,108130.00,
533608,RDB RASAYAN ,X ,Q,79.50,79.50,76.05,77.00,77.00,76.80,210,51787,3993634.00,
533629,TIJARIA PPL ,T ,Q,13.39,13.39,13.39,13.39,13.39,14.09,8,841,11260.00,
533632,ONELIFE CAP ,T ,Q,26.15,27.00,26.15,26.45,26.45,26.20,6,652,17204.00,
533638,FLEXITUFF   ,T ,Q,80.05,81.95,77.00,80.05,80.05,80.55,35,3244,260204.00,
533644,UJAAS       ,B ,Q,26.00,27.05,26.00,26.40,26.40,26.75,667,262592,6914049.00,
533655,TRIVENITURB ,B ,Q,132.55,134.50,132.55,133.60,133.50,132.95,70,5174,689562.00,
533676,INDO THAI   ,B ,Q,112.80,114.00,99.85,102.70,102.70,110.95,760,58075,6147790.00,
533704,ESSAR SHIP  ,B ,Q,28.50,28.90,27.20,28.70,28.55,28.95,122,24412,695232.00,
533758,APL APOLLO  ,B ,Q,2400.00,2540.00,2355.60,2514.90,2514.90,2383.05,1600,12444,30748366.00,
533761,GPT INFRA   ,B ,Q,212.75,218.00,205.30,208.55,208.55,211.85,168,7126,1510973.00,
533790,KGN ENT     ,XT,Q,4.96,4.96,4.96,4.96,4.96,4.87,4,2250,11160.00,
533896,FERVENTSYN  ,X ,Q,23.45,23.50,22.75,22.95,22.75,22.75,4,700,16072.00,
533941,TSIL        ,T ,Q,18.15,18.15,18.10,18.10,18.10,18.55,3,237,4299.00,
533982,TERASOFTWARE,B ,Q,67.45,67.45,65.00,65.15,65.10,67.35,37,2930,191956.00,
534060,PMCFIN      ,X ,Q,0.64,0.64,0.62,0.62,0.62,0.65,323,1676581,1044276.00,
534063,FUT SOL     ,XT,Q,35.90,35.90,32.60,32.60,32.60,34.30,3,1720,59537.00,
534076,ORIENT REF  ,B ,Q,167.95,169.30,165.50,166.30,166.20,168.35,96,7184,1198416.00,
534091,MCX LTD     ,A ,Q,849.00,849.90,833.10,837.10,837.10,842.90,1607,43686,36628738.00,
534109,PYXISFIN    ,M ,Q,35.00,35.00,35.00,35.00,35.00,34.80,1,4000,140000.00,
534139,SCHNEIDER   ,B ,Q,123.05,124.95,121.60,122.45,122.45,122.55,170,39834,4897301.00,
534184,NORL        ,B ,Q,4.31,4.44,4.15,4.29,4.29,4.26,202,155946,664820.00,
534309,NBCC        ,A ,Q,238.00,241.00,234.10,240.10,241.00,237.80,1637,111440,26572973.00,
534312,MT EDUCARE  ,T ,Q,57.40,57.75,55.60,57.10,57.10,56.90,80,22507,1283200.00,
534328,HEXATRADEX  ,T ,Q,71.00,71.00,67.70,68.25,69.00,71.25,62,6338,435263.00,
534338,MAXHEIGHTS  ,X ,Q,55.00,55.50,54.50,55.00,55.00,55.05,4,590,32665.00,
534369,TBZ LTD     ,B ,Q,134.50,138.00,130.90,136.85,136.85,133.80,1665,165346,22271369.00,
534392,VSSL        ,B ,Q,157.75,160.00,146.00,149.80,150.20,153.95,285,8169,1236293.00,
534425,SPECIALITY R,B ,Q,170.65,171.90,165.55,169.20,170.90,171.70,134,5705,965688.00,
534532,LYPSA GEMS  ,B ,Q,38.30,38.30,37.35,37.65,37.65,37.55,215,239565,9033805.00,
534535,BIOGRPAPER  ,XT,Q,2.49,2.49,2.49,2.49,2.49,2.49,1,1,2.00,
534597,RTNINFRA    ,T ,Q,7.28,7.28,6.75,6.97,7.00,6.99,144,259836,1820787.00,
534598,SEPOWER     ,T ,Q,10.44,10.44,10.44,10.44,10.44,10.98,3,503,5251.00,
534600,JTL INFRA   ,XT,Q,170.00,179.00,168.30,177.00,178.00,171.95,125,20467,3549254.00,
534612,AMTL        ,X ,Q,30.25,31.00,29.00,29.65,29.65,30.35,63,9020,267678.00,
534615,NECC LTD    ,B ,Q,31.30,31.70,30.85,31.25,31.40,31.10,91,12223,380576.00,
534618,SANGAM ADV  ,XT,Q,52.60,53.00,49.90,51.90,51.90,52.50,53,24024,1212983.00,
534623,JUPITER INFO,X ,Q,90.00,90.00,84.05,88.35,89.00,89.60,30,5191,452614.00,
534659,JOINTECA ED ,MT,Q,7.00,7.00,7.00,7.00,7.00,7.00,2,16000,112000.00,
534674,DUCON       ,B ,Q,48.15,48.25,46.95,47.60,47.60,49.40,363,64350,3055893.00,
534675,PROZONINTU  ,B ,Q,63.00,63.60,60.00,60.70,60.70,62.30,974,181975,11169333.00,
534680,SRG HFL     ,X ,Q,228.00,233.00,226.10,232.60,233.00,224.25,20,7609,1733042.00,
534690,LAKSHMIVILAS,A ,Q,140.55,143.00,138.40,141.80,141.80,141.40,510,143074,20127373.00,
534691,COMFORT COM ,B ,Q,12.40,12.40,12.40,12.40,12.40,12.65,33,13658,169359.00,
534707,ANSHUS CLOTH,X ,Q,1.38,1.38,1.38,1.38,1.38,1.38,5,50,69.00,
534708,RCL RETAIL  ,M ,Q,16.75,17.84,16.75,16.80,16.80,16.22,37,174000,2975040.00,
534731,BRONZE INFRA,X ,Q,0.81,0.90,0.81,0.89,0.89,0.81,17,47127,41141.00,
534733,SUPREMEX    ,XT,Q,25.00,25.00,23.75,23.75,23.75,24.05,10,310520,7493250.00,
534734,RMCHEM      ,X ,Q,6.35,6.35,6.35,6.35,6.35,6.47,17,2797,17760.00,
534741,VIRTUAL GLO ,X ,Q,1.81,1.81,1.81,1.81,1.81,1.78,56,1341704,2428484.00,
534742,ZUARI AGRO  ,B ,Q,522.75,528.95,510.00,512.95,512.95,512.35,525,16067,8288628.00,
534748,STEEL EXCH  ,B ,Q,34.35,35.15,34.20,34.30,34.50,35.55,265,51608,1778314.00,
534755,TRIO MERCAN ,X ,Q,12.40,12.40,12.40,12.40,12.40,12.40,2,1000,12400.00,
534756,TARA JEWELS ,B ,Q,19.05,19.20,18.10,18.50,18.35,18.75,150,30780,575991.00,
534758,CIGNITI TECH,T ,Q,279.00,279.00,274.00,275.80,276.00,274.70,19,1229,338111.00,
534804,CARERATING  ,A ,Q,1375.25,1398.90,1375.00,1393.65,1393.65,1388.60,350,3014,4174238.00,
534809,PC JEWELLER ,A ,Q,584.00,592.00,574.95,586.45,586.45,581.00,5372,1190984,692300332.00,
534816,BH INFRATEL ,A ,Q,346.00,348.30,339.40,346.40,346.40,343.85,3456,95965,32946519.00,
534920,COVIDH      ,XT,Q,1.44,1.44,1.44,1.44,1.44,1.44,3,550,792.00,
534976,VMART       ,B ,Q,1620.00,1620.00,1571.05,1600.05,1582.40,1591.60,109,611,980852.00,
535141,SUNSTAR R   ,B ,Q,14.75,14.75,14.75,14.75,14.75,15.50,113,27083,399474.00,
535142,CHANNEL NINE,M ,Q,20.25,20.25,20.25,20.25,20.25,20.65,9,80000,1620000.00,
535204,MUKTA       ,X ,Q,46.05,46.05,46.05,46.05,46.05,46.95,1,1,46.00,
535267,COM FINCAP  ,X ,Q,16.00,16.32,15.88,16.32,16.32,16.00,46,16391,263850.00,
535276,SBISENSEX   ,B ,Q,374.80,374.80,370.00,373.80,373.80,366.00,11,268,100115.00,
535322,REPCO HOME  ,A ,Q,662.10,690.00,662.10,681.90,684.00,666.45,553,9797,6692650.00,
535458,NRB IND BEA ,B ,Q,28.20,28.50,28.00,28.50,28.50,28.50,16,1240,34950.00,
535467,AIFL        ,B ,Q,452.80,467.95,445.05,462.80,462.80,458.00,429,21841,9960650.00,
535566,KIFS FSL    ,XT,Q,119.45,119.45,109.00,118.75,118.75,114.00,19,1764,209924.00,
535601,SREELEATHER ,B ,Q,262.00,262.00,254.40,255.10,255.90,264.05,41,1294,334138.00,
535602,SHARDA MOTOR,B ,Q,2475.00,2509.00,2429.65,2484.65,2484.65,2473.25,206,1101,2725638.00,
535620,BINNY MILLS ,XT,Q,297.00,303.00,294.50,303.00,303.00,310.00,19,595,175872.00,
535621,SV GLOBAL   ,X ,Q,133.45,133.45,125.15,128.00,128.00,130.85,8,226,29034.00,
535648,JUSTDIAL    ,A ,Q,565.00,577.20,538.00,555.20,555.20,558.05,18016,1549541,856857747.00,
535657,OONE        ,X ,Q,2.48,2.48,2.36,2.43,2.43,2.38,7,2501,6078.00,
535658,PAWANSUT    ,X ,Q,5.35,5.35,4.88,4.90,5.10,5.13,71,29800,152151.00,
535667,IFINSEC     ,XT,Q,36.00,36.00,36.00,36.00,36.00,37.85,1,233,8388.00,
535693,BRAHM INFRA ,X ,Q,35.95,35.95,34.75,35.30,35.30,35.55,9,10701,379582.00,
535694,EDSL        ,XT,Q,5.47,5.47,5.47,5.47,5.47,5.21,35,16352,89445.00,
535730,KHOOBSURAT  ,XT,Q,0.38,0.38,0.38,0.38,0.38,0.37,90,535899,203641.00,
535754,ORIENT CEM  ,B ,Q,166.00,169.00,165.55,166.90,166.90,168.05,214,10065,1684201.00,
535755,ABFRL       ,A ,Q,167.00,168.00,163.00,167.15,166.70,166.30,694,43390,7174091.00,
535789,IBUL HSG FIN,A ,Q,1245.00,1309.00,1245.00,1301.35,1301.35,1243.40,5400,111480,142246426.00,
535916,ALSL        ,M ,Q,10.00,10.05,10.00,10.05,10.05,10.10,3,24000,240400.00,
536128,VKJINFRA    ,B ,Q,2.87,2.87,2.59,2.66,2.66,2.83,1058,1358167,3632601.00,
536170,KUSHAL      ,T ,Q,152.20,155.10,152.00,154.35,154.35,152.00,1356,498657,76655643.00,
536264,TIGER LOGS  ,B ,Q,230.00,231.00,225.05,228.05,229.00,230.80,276,23772,5427040.00,
536493,JKAGRI GEN  ,X ,Q,1509.00,1580.80,1507.90,1580.80,1580.80,1505.55,122,5338,8423499.00,
536507,FUTLIF FAS  ,A ,Q,373.25,374.00,365.50,369.00,368.00,367.40,131,2700,999941.00,
536592,SKFL        ,XT,Q,4.58,4.58,4.18,4.47,4.47,4.40,81,440163,1981695.00,
536659,PVVINFRA    ,X ,Q,17.85,18.20,16.50,17.70,17.70,17.40,29,3183,54841.00,
536737,AMRAPALI CAP,M ,Q,41.75,41.75,41.75,41.75,41.75,38.30,1,1200,50100.00,
536738,STELLAR CAP ,M ,Q,4.30,4.30,4.20,4.30,4.30,4.34,21,162000,682260.00,
536751,FIVEXTRADE  ,X ,Q,0.74,0.74,0.72,0.72,0.72,0.75,6,5040,3709.00,
536773,JIN POLY INV,B ,Q,77.15,77.20,74.70,76.15,76.90,76.20,25,1557,118438.00,
536799,SRS FINANCE ,XT,Q,16.00,16.00,14.54,14.57,15.50,15.30,38,9819,143682.00,
536960,M100        ,B ,Q,23.16,23.16,22.68,22.70,22.70,22.39,5,1095,24897.00,
536974,CAPTAIN POLY,B ,Q,161.00,164.45,155.05,155.80,155.80,161.20,65,5314,852592.00,
537007,NIFTYIWIN   ,B ,Q,111.00,111.76,110.95,111.72,111.76,110.48,31,1936,215769.00,
537068,SATYA MINERS,Z ,Q,3.39,3.39,3.39,3.39,3.39,3.23,1,10,33.00,
537069,ARNOLD HOLD ,X ,Q,7.04,7.04,6.61,7.04,7.04,6.80,36,52056,362676.00,
537253,SUNIL HEALTH,X ,Q,89.95,91.65,86.30,91.45,91.40,89.30,11,425,37377.00,
537254,RCI IND     ,B ,Q,210.50,219.95,210.50,215.95,215.95,216.15,715,45647,9869717.00,
537259,SUYOG TELE  ,T ,Q,384.00,399.00,384.00,390.00,390.00,383.15,8,237,91296.00,
537291,NATH BIOGEN ,B ,Q,540.70,545.45,530.00,537.80,537.80,540.85,498,21660,11643951.00,
537292,AGRI TECH   ,B ,Q,116.50,117.70,113.90,114.90,114.10,115.85,57,3166,364108.00,
537326,CHEMTECH IND,B ,Q,23.95,24.00,23.85,24.00,24.00,22.90,20,7094,169961.00,
537524,VIAANINDUS  ,X ,Q,41.90,42.00,38.80,40.10,40.10,39.65,664,340030,13491824.00,
537536,DENIS CHEM  ,X ,Q,103.25,108.95,101.00,102.45,102.40,105.85,46,3498,359697.00,
537582,UNISHIRE    ,M ,Q,6.86,7.11,6.86,7.11,7.11,6.99,16,200000,1413900.00,
537669,SIVI        ,M ,Q,55.00,55.00,55.00,55.00,55.00,57.65,1,6000,330000.00,
537750,KIRAN VYPAR ,X ,Q,180.25,189.45,180.15,181.10,181.10,184.10,169,11548,2114081.00,
537766,BCP LTD     ,B ,Q,116.20,139.40,116.20,138.15,138.50,126.75,580,157946,21346781.00,
537800,MANGALAM IND,XT,Q,1.76,1.80,1.76,1.80,1.80,1.85,4,4225,7601.00,
537820,VFL         ,T ,Q,10.61,10.88,10.48,10.85,10.80,10.54,525,164266,1766176.00,
537839,PHOENIX TN  ,XT,Q,15.49,15.70,15.00,15.00,15.00,15.00,4,2472,38225.00,
537840,RAUNAQEPC   ,X ,Q,177.55,177.55,169.00,169.50,169.00,171.70,15,781,136590.00,
537954,SKP         ,B ,Q,28.20,28.20,28.20,28.20,28.20,29.65,108,9633,271650.00,
538019,OBI LTD     ,T ,Q,88.05,91.65,83.00,91.00,91.00,87.30,31,3690,322150.00,
538057,CPSE ETF    ,B ,Q,29.86,30.13,29.80,30.06,30.13,29.82,113,51852,1553937.00,
538081,HARIA APL   ,X ,Q,3.97,3.97,3.97,3.97,3.97,4.17,2,325,1290.00,
538092,JOONKTOLLEE ,XT,Q,200.30,203.05,192.00,192.90,197.90,193.40,60,2245,450176.00,
538128,WOMENS NEXT ,M ,Q,85.00,93.55,85.00,93.55,93.55,96.00,2,4000,357100.00,
538212,SHARP INV   ,X ,Q,1.35,1.35,1.35,1.35,1.35,1.29,14,31000,41850.00,
538268,WONDERLA    ,B ,Q,413.00,424.40,405.00,415.30,415.30,389.90,1606,55722,23102437.00,
538319,GCM CAPI    ,M ,Q,3.79,3.79,3.79,3.79,3.79,3.98,1,1000,3790.00,
538351,AFEL        ,XT,Q,5.13,5.13,5.13,5.13,5.13,5.39,3,4392,22530.00,
538364,BCPAL       ,XT,Q,6.20,6.20,6.20,6.20,6.20,6.52,171,56187,348359.00,
538365,ADHUNIKIND  ,T ,Q,90.00,90.00,87.25,89.15,89.90,91.00,61,13028,1164929.00,
538395,NAM SEC     ,X ,Q,30.00,30.00,30.00,30.00,30.00,30.00,1,100,3000.00,
538401,MAESTROS ELE,X ,Q,29.90,29.90,29.90,29.90,29.90,29.00,1,10,299.00,
538402,SPS         ,M ,Q,184.00,184.00,184.00,184.00,184.00,184.00,1,800,147200.00,
538423,ALPS MOTOR  ,ST,Q,22.45,22.45,22.45,22.45,22.45,22.90,43,4700,105515.00,
538432,DIVINUS     ,X ,Q,127.30,127.30,127.30,127.30,127.30,134.00,1,8500,1082050.00,
538433,CLASSIC     ,ST,Q,0.78,0.81,0.75,0.75,0.80,0.78,28,19534,15401.00,
538464,TPROJECT    ,X ,Q,19.80,19.80,19.80,19.80,19.80,18.00,2,10,198.00,
538465,AMARSEC     ,XT,Q,36.15,36.15,36.15,36.15,36.15,34.50,1,1,36.00,
538476,CTL         ,XT,Q,5.30,5.30,5.05,5.07,5.15,5.10,155,377495,1920534.00,
538520,SBL         ,X ,Q,0.47,0.47,0.45,0.47,0.47,0.45,14,111600,51052.00,
538521,CROWNTOURS  ,XT,Q,14.00,14.30,14.00,14.30,14.30,13.62,4,211,3014.00,
538539,JTAPARIA    ,X ,Q,8.08,8.08,8.08,8.08,8.08,8.50,1,100,808.00,
538540,RLFL        ,XT,Q,0.35,0.35,0.35,0.35,0.35,0.36,7,13152,4603.00,
538542,GOLDCOINHF  ,Z ,Q,7.28,7.28,7.28,7.28,7.28,7.28,2,510,3712.00,
538547,OASIS       ,B ,Q,76.50,84.80,75.05,83.05,83.05,79.00,236,256302,20804417.00,
538557,SAIBABA     ,X ,Q,14.45,14.45,14.45,14.45,14.45,14.70,20,2548,36818.00,
538562,SKIPPER     ,B ,Q,251.00,256.90,246.00,247.90,247.00,250.00,816,34497,8692621.00,
538564,JAMESWARREN ,X ,Q,135.50,139.90,131.15,135.25,135.25,135.50,19,1843,247781.00,
538565,VISTARAMAR  ,X ,Q,12.81,12.81,12.81,12.81,12.81,12.20,2,2,25.00,
538566,BESTSTEEL   ,XT,Q,109.05,113.50,108.00,112.65,113.50,110.85,148,66608,7344014.00,
538567,GULFOIL LUB ,B ,Q,905.00,940.00,899.10,925.40,925.40,912.10,223,1815,1681473.00,
538570,ACHAL       ,XT,Q,3.67,3.67,3.67,3.67,3.67,3.74,6,4686,17197.00,
538575,SOLISMAR    ,XT,Q,0.40,0.40,0.40,0.40,0.40,0.39,10,4684,1873.00,
538595,GLOSTER     ,X ,Q,710.00,725.00,680.00,698.45,699.95,710.55,77,975,688378.00,
538597,TTIENT      ,XT,Q,1.90,1.90,1.81,1.81,1.81,1.90,2,210,398.00,
538598,VISHAL      ,B ,Q,351.00,420.00,351.00,380.15,390.00,350.00,210,32680,11890834.00,
538607,TOYAMIND    ,X ,Q,6.10,6.10,5.72,5.99,5.99,5.87,161,498192,2959815.00,
538608, DWITIYA    ,XT,Q,264.00,264.00,264.00,264.00,264.00,264.80,8,7500,1980000.00,
538634,VRL         ,X ,Q,39.75,39.75,39.75,39.75,39.75,37.90,12,8428,335013.00,
538635,SNOWMAN     ,B ,Q,60.30,61.45,59.05,60.10,60.10,60.30,1924,607416,36495318.00,
538646,PARNAMI     ,XT,Q,9.85,9.85,9.85,9.85,9.85,9.40,1,1,9.00,
538653,EML         ,X ,Q,62.65,62.70,62.65,62.70,62.70,61.50,2391,565244,35429900.00,
538666,SHARDACROP  ,A ,Q,448.85,448.90,440.05,442.40,442.40,440.65,42,843,374774.00,
538685,SHEMAROO    ,B ,Q,502.00,519.90,484.20,497.10,497.10,500.35,530,7778,3879699.00,
538706,ULTRACAB    ,B ,Q,100.50,102.95,99.00,99.25,99.00,99.00,70,10086,1012896.00,
538707,RCCL        ,X ,Q,50.00,50.00,49.05,50.00,49.05,53.45,9,3203,160148.00,
538708,ETIL        ,XT,Q,8.39,8.39,8.39,8.39,8.39,8.23,4,403,3381.00,
538713,ATISHAY     ,B ,Q,107.00,111.70,104.00,104.90,104.90,109.00,33,5477,579026.00,
538714,SUCHITRA    ,XT,Q,65.50,65.50,64.25,65.50,65.50,65.50,22,1897,124211.00,
538715,DHABRIYA    ,T ,Q,163.00,175.50,161.40,170.95,171.00,169.85,48,3472,589327.00,
538716,ARYACAPM    ,M ,Q,35.90,35.90,35.80,35.90,35.90,33.25,4,85000,3044000.00,
538730,PDSMFL      ,B ,Q,324.00,339.00,320.05,336.55,336.55,332.20,144,8610,2867217.00,
538731,POWERGYM    ,M ,Q,10.90,11.50,10.90,11.50,11.50,11.43,2,8000,89600.00,
538733,STARLIT     ,B ,Q,13.66,14.67,13.65,14.48,14.48,14.36,32,23384,333085.00,
538743,MUDUNURU    ,XT,Q,17.00,17.00,17.00,17.00,17.00,17.05,1,15000,255000.00,
538770,CRANE INFRA ,XT,Q,9.55,9.55,9.55,9.55,9.55,10.00,3,800,7640.00,
538771,PINCON      ,B ,Q,38.15,38.65,37.10,38.00,38.00,38.35,314,64725,2446882.00,
538772,NIYOGIN     ,T ,Q,78.55,78.55,78.55,78.55,78.55,77.05,8,545,42809.00,
538788,GILADAFINS  ,X ,Q,40.80,40.80,37.00,40.80,40.80,39.25,8,810,30578.00,
538794,JETINFRA    ,M ,Q,139.00,140.00,139.00,140.00,140.00,138.35,2,2000,279000.00,
538795,SAPPL       ,X ,Q,218.00,220.00,218.00,220.00,220.00,220.00,4,600,131600.00,
538812,AANCHALISP  ,B ,Q,19.70,20.25,19.20,19.45,19.20,19.85,62,14326,279378.00,
538817,CAPPIPES    ,M ,Q,55.15,60.00,55.00,60.00,60.00,58.00,7,10500,613575.00,
538834,MEL         ,X ,Q,18.35,18.35,16.65,16.65,16.65,17.50,207,79356,1421803.00,
538835,INTELLECT   ,A ,Q,177.65,178.40,170.00,174.90,174.90,174.40,853,75189,13142317.00,
538836,MONTECARLO  ,B ,Q,568.50,580.00,568.50,576.20,576.20,566.00,145,1589,915458.00,
538837,JSTL        ,XT,Q,52.15,54.65,51.00,51.20,51.20,52.85,30,4636,240477.00,
538858,CAMSONBIO   ,XT,Q,20.95,21.35,20.00,20.60,20.90,20.95,54,17526,353353.00,
538860,PANAFIC     ,X ,Q,0.65,0.65,0.65,0.65,0.65,0.66,159,617586,401430.00,
538861,AMSONS      ,B ,Q,5.02,5.20,4.77,4.77,4.77,5.02,318,172441,823771.00,
538890,MKEXIM      ,X ,Q,10.59,10.59,9.60,9.99,9.99,10.10,14,2345,23144.00,
538891,SIPROJECTS  ,XT,Q,247.90,249.00,247.50,248.40,248.40,248.20,83,1320,328100.00,
538892,IPRU2586    ,B ,Q,10.01,10.01,10.01,10.01,10.01,10.17,1,173,1731.00,
538896,KANCHI      ,XT,Q,250.00,252.00,233.95,240.45,241.00,241.50,80,8377,2061560.00,
538902,DHUN TEAIND ,T ,Q,440.00,440.00,420.05,426.40,430.00,432.05,42,3011,1304387.00,
538918,VANICOM     ,XT,Q,6.15,6.42,6.12,6.42,6.42,6.12,15,2770,17558.00,
538922,COSYN       ,X ,Q,98.05,100.85,98.05,98.45,99.45,98.35,122,10265,1018510.00,
538928,KARNAVATI   ,B ,Q,28.50,28.50,28.00,28.00,28.00,28.50,4,230,6515.00,
538941,RCBFIIBG    ,B ,Q,12.01,12.22,12.01,12.22,12.22,12.37,3,11012,134554.00,
538942,MERCANTILE  ,XT,Q,14.00,14.20,14.00,14.20,14.20,14.50,7,850,12060.00,
538961,GENUSPAPER  ,T ,Q,13.50,14.00,13.15,13.37,13.40,13.65,119,80319,1079086.00,
538962,MINDACORP   ,B ,Q,207.35,210.85,205.00,207.70,208.20,207.35,512,35854,7449642.00,
538963,PACT        ,XT,Q,4.04,4.04,3.67,3.73,3.93,3.86,18,22612,83263.00,
538964,MERCURYLAB  ,XT,Q,450.00,450.00,430.10,438.00,438.00,450.00,3,107,46851.00,
538965,CONCORD     ,X ,Q,30.30,30.85,30.20,30.75,30.75,30.65,11,2057,62282.00,
538979,GRNLAM IND  ,B ,Q,1211.00,1214.45,1201.00,1205.00,1205.00,1215.00,7,88,106191.00,
